Number,Short description,Assignment group,Close notes,Tags,Classification
INC4514286,ownership change,AZTEC.GAP.PAAS-SAS-CL-2ND,"Descri[ption : ownership change
Type : SR
Resolution : request completed",AZ Benelux, SAS Access Issue
INC3513169,ownership change,AZTEC.GAP.PAAS-SAS-CL-2ND,Ownership has been changed ,AZ Benelux, SAS Access Issue
INC4299753, question regarding this weekend schedule// Kind request// urgent,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Schedule a  cron job for permissions and ownerships of folders and files will be changed which will be run for one time on 8th March 23:00 CET time.
Isssu Type: SAS Scheduling
Resolution Steps: As requested we have scheduled cron job  and that has been executed once as per schedule. ",AZ Benelux, SAS Others
INC3223132,PAAS applications - ownership change,AZTEC.GAP.PAAS-SAS-CL-2ND,The request has been completed,AZ Benelux, SAS Service Requests
INC4095294,Ownership change from x9flor to azbnlp,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Access update on the unix files.
D: Ownership change from x9flor to azbnlp
R: We have updated the ownership as requested on BIAB PROD server and user confirmed to close the ticket.",AZ Benelux, SAS Access Issue
INC3273141,AZBNL Closure -ABS SAS application ran last night successfully,AZTEC.GAP.PAAS-SAS-CL-2ND,Done,AZ Benelux, SAS Service Requests
INC3000413,Question related to SAS user X9FLOR,AZTEC.GAP.PAAS-SAS-CL-2ND,User validated the ownership and confirmed to close the ticket (email attached).,AZ Benelux, SAS Service Requests
INC3150132,FW: error in Putty,AZTEC.GAP.PAAS-SAS-CL-2ND,As we have advised with the correct scp command user was able to transfer the files successfully (email attached).,AZ Italy, SAS Others
INC3522567,PRISM SI : 502 Proxy Error,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed to close the ticket.,AZ Reinsurance, SAS Platform Access/Availability
INC3450767,Error During SCP in sas server,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Chithra,

As per the discussion over Jabber you are now able to execute scp command successfully after the changes done.

As of now we are closing the incident .

Kindly revert if any concerns.


Thanks and Regards,
Sudip Ghosh
",AZ Reinsurance, SAS Others
INC4478641,Restart object spawner,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Restart object spawner
D: Restart object spawner
R: As requested, we have restarted the proejct : tdbpc (BIRE) ObjectSpawner on biaa-sg-dev.srv.allianz and looks good now.
",AZ Reinsurance, SAS Server Issue
INC4241317, Job corrupted in DI studio,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue: Job has been corrupted.
Solution: Provided user a .spk from Metadata backup. Also, informed user about the procedure.
",AZ Reinsurance, SAS AVC Client Issue
INC3520949,SAS server not connecting for redwh ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Yes it is resolved now.

Thanks,
Chithra",AZ Reinsurance, SAS Server Issue
INC4256322,Job corrupted in DI studio,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per our conversation, the jobs is done and it is scheduled.
Currently, it's working fine, We suggested to close the job after finishing the work.

Informed user that we are closing the ticket for now. Thanks.",AZ Reinsurance, SAS AVC Client Issue
INC4017751,sas eg project for techdb not working in DEV and SI,AZTEC.GAP.PAAS-SAS-CL-2ND,"After restart of the tdbpcd (DEV) and tdbpc (INT) projects ObjectSpawner, user confirmed that it is working fine now.",AZ Reinsurance, SAS Platform Access/Availability
INC2512036,SSH Error in SAS integration server,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Colleague,

issue is resolved confirmed the same from the user. Thanks.",AZ France, SAS Linux Server
INC4464567,register new oracle library IS_S6_H5 in stored process server,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: register new oracle library IS_S6_H5 in stored process server
Issue Type: SAS Database
Resolution Type: User confirmed that now it is working fine and we can close the ticket.",AZ Reinsurance, SAS Database
INC4030461,SAS EG project prism in Si environment not working !,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: SAS EG project prism in Si environment not working !
Incident Type: SAS Server Connectivity issue via SAS EnterpriseGuide 
Resolution Description: After restart of the objectSpawner the issue is resolved.",AZ Reinsurance, SAS Platform Access/Availability
INC3936635,space details in techdb,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: service request.
D: space details request for tdbpc project on Prod, INT and DEV.
R: we have pull the details and provided to user.",AZ Reinsurance, SAS Service Requests
INC3912500,SAS EG application crashing if it remains idle for too long,AZTEC.GAP.PAAS-SAS-CL-2ND,"As discussed with user, we are closing this incident and opening problem ticket as the DXC team could not found any solution on current dedicate machine. This issue would be taken care in the next release of SAS EG (SAS EG 8.1).",AZ Reinsurance, SAS Others
INC3420119,(R) SAS EG has stopped working !!,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue type : SAS EG
Description : SAS EG is crashing if user keeps the SAS EG session idle for 3 hrs.
Resolution :  As per user confirmation, the issue is not re-occurring and it seems to be that the problem has ben resolved after APPV package removal performed by DXC team. ",AZ Reinsurance, SAS Access Issue
INC4479405,"Please restart object spawner in PROD, project tdbpc.",AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Please restart object spawner in PROD, project tdbpc.
Issue Type: SAS Server Issue
Resolution Steps: As requested we have restarted object spawner in PROD, project tdbpc hence closing this ticket.
",AZ Reinsurance, SAS Server Issue
INC2568105,SAS - Anwendung startet nicht- application does not start,AZTEC.GAP.PAAS-SAS-CL-2ND,We found that the issue is with the only one particular SAS EG project and other projects are working fine. We have also cleared the cache in the SASGridClient folder in the SAS Roaming profile. Now issue is resolved.  ,AZ Germany, SAS AVC Client Issue
INC2911827,Win7 - SAS Projekt Anwendungsordner,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Biller,
As per your request, We have added user ""Kathan, Christian"" as an p8kaa application owner for Prod stage only.
So we're closing this ticket as you accepted over the call.
Thank you.
Kind Regards,
D Srinivasulu
",AZ Germany, SAS Access Issue
INC3528166,no Access to SAS Infomation Delivery Portal,AZTEC.GAP.PAAS-SAS-CL-2ND,After full restart of the AZD Web Portals the issue is resolved. Received confirmation from user.,AZ Germany, SAS Portal issue
INC4099538,Question for Space-Quota,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description:Question for Space-Quota
Type : service req
resolution : info given",AZ Germany, SAS Filesystem/Quota
INC3304461,sudo does not work,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
user confirmed that everything is working fine.
SO we're closing this ticket.
Thank you.
Regards,
D Srinivasulu
",AZ Germany, SAS Others
INC3488658,no Access to SAS WebReportStudio,AZTEC.GAP.PAAS-SAS-CL-2ND,"Web Report  studio is opening fine.

User has confirmed the same.",AZ Germany, SAS Portal issue
INC3009215,SAS-DEV very slow,AZTEC.GAP.PAAS-SAS-CL-2ND,"The issue has been resolved and upon user confirmation, we are closing this ticket",AZ Germany, SAS Performance
INC3023772,logon on SAS Delivery Portal does not work,AZTEC.GAP.SASFM-2ND,We did a restart for the webapp . The user has confirmed that the portals are working fine now. So we are closing this ticket.,AZ France,SAS Access Issue
INC2988835,SAS Delivery Portal not reachable,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue is fixed. Upon user confirmation we are closing this ticket,AZ Germany, SAS Portal issue
INC3813027,no Access to SAS Web Portal,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SAS portal not working 
Incident Type: SAS Server issue
Resolution steps: We raised P2 ticket INC3813295  with IBM and they resolved the issue. Then we restarted services on webapp server and all worked fine.
Please find the below comments by IBM
The error is related to change CHG0120556. Due to big workload caused by application recovery group switching was not handlet properly by Spectrum Scale. For now the cluster is stable, all filesystems are available",AZ Germany, SAS Platform Access/Availability
INC3543949,Not possible to open a report,AZTEC.GAP.PAAS-SAS-CL-2ND,"After restart of the perfman and regtest ObjectSpwaner, user is able to open the reports. And for the remaining projects reports are opening fine. User confirmed to close the ticket.",AZ Germany, SAS Portal issue
INC3500085,stored process doesnt work,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue has been resolved,AZ Germany, SAS Server Issue
INC3089446,SAS Enterprise Guide - ... konnte nicht abgerufen werden,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue is resolved.  User confirmed to close the ticket.

Master ticket: INC3089592",AZ Germany, SAS Platform Access/Availability
INC3911027,SAS dosnt work,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue with GPFS and Server was rebooted. All OK now.,AZ Germany, SAS Portal issue
INC3303256,Question for Acces (Metadataserver),AZTEC.GAP.PAAS-SAS-CL-2ND,We have advised the user with the roles to be added to his colleagues bensl id. User confirmed to close the ticket. (email attached).,AZ Italy, SAS Access Issue
INC2768935,"role ""regtest externe""",AZTEC.GAP.SASFM-2ND,User confirmed to close the ticket (email attached ).,AZ Germany, SAS Access Issue
INC2998673,SAS-Infrastructure very slow,AZTEC.GAP.PAAS-SAS-CL-2ND,"Load on the server now looks good. The performance is also good. Hence we are closing the ticket for now, please raise a new ticket for any further assistance.",AZ Germany, SAS Performance
INC2677735,SAS WRS-Auth for all Stages,AZTEC.GAP.PAAS-SAS-CL-2ND,"User is not part of Application Owner. So, after adding the user to Application Owner. he was able to give access to other users,

Thanks.",AZ Germany, SAS Database
INC2748893,SAS EG in DEV geht nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,"the services are working fine after the LSF restart, user was able to connect to the EG now. 

Confirmed the same from the user. Thanks.",AZ Germany, SAS LSF
INC3739247,Access Rights for perfman Creators on WRP-Folder,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: Please set READ/WRITE-Access Rights for the application Group ""perfman CREATORS"" on the WRP-Folder: Reports/perfman/Server Reports Application
Incident Type: SAS Permission 
Resolution Steps:  READ/WRITE-Access rights has been set for the application Group ""perfman CREATORS"" on the WRP-Folder: ""/Reports/perfman/Server Reports Application (Server)"" ",AZ Germany, SAS Access Issue
INC3569582,Access to Web Report Folder,AZTEC.GAP.PAAS-SAS-CL-2ND,"After assigning the ACT perfman Reports to the A- CP05PMSC2 folder, user was able to save the reports to that folder.",AZ Germany, SAS Platform Access/Availability
INC4068888,restore of SAS-Dataset,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : Restore sas dataset
Type : restore request
Resolution : request was completed",AZ Germany, SAS Service Requests
INC2604972,SAS - Application Virtualization Fehler - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,The issue has been resolved after reinstalling SAS EG on the local machine.,AZ Germany, SAS AVC Client Issue - Vitualization
INC2524564,Master SAS Enterprise Guide - Server konnte nicht abgerufen werden - verdacht au,AZTEC.GAP.PAAS-SAS-CL-2ND,"BISFB Objectspawner was not responding, so we have restarted the service. The issue has been resolved after restarting the bisfb service.",AZ Germany, SAS Platform Access/Availability
INC4105050,Win10 - SAS Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Stored process error for gssach project on AZD Dev.
Issue Type: SAS Storedprocess issue
Resolution Description: After restarting object spwaner ,issue has been resolved. User has confirmed the same over jabber.",AZ Germany, SAS Platform Access/Availability
INC3675923,Win10 - SAS stored process-error,AZTEC.GAP.PAAS-SAS-CL-2ND,Fine,AZ Germany, SAS Server Issue
INC3126085,SAS-Role KUFEBA - additional Legbas for Center Halle,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear colleagues,
the issue ist finally finished.
I am able to grant access to the mentioned groups.
Thanks a lot.
Kind regards
Chris
------------------------------
Dear Christian,
Thanks for the update and we're closing this ticket.
Please reach us if you have any queries @ PAAS-SAS-CLASSIC-OPERATIONS@allianz.com
Kind Regards,
D Srinivasulu
",AZ Germany, SAS AVC Client Issue
INC3223029,SAS EG is not working in BIRE redwh SI!,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Reinsurance, SAS Server Issue
INC3121002,SAS EG in DEV BIRE (redwh) is not working!,AZTEC.GAP.PAAS-SAS-CL-2ND,SAS EG is working fine and as per user confirmation we are closing the ticket,AZ Reinsurance, SAS Server Issue
INC3869831,URGENT: SAS EG PROD issue project redwh,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue with: Object Spawner was in hanging state.
Resolved after spawner restart",AZ Reinsurance, SAS Platform Access/Availability
INC2850725,: Library ORA APCAdHoc finktiniert im EG aber nicht in  IMAP,AZTEC.GAP.PAAS-SAS-CL-2ND,"The issue has been resolved, In case of any questions please contact Andrey Turlov.",AZ Germany, SAS Database
INC3400748,SAS SI redwh is not working,AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Reinsurance, SAS - Space Issue
INC4049662,URGENT: SAS INT redwh not working,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description:  SAS INT redwh not working
Incident type : Server issue
Resolution : ObjectSpawner was restarted",AZ E1 FRANKFURT, SAS GPFS
INC3900468,SAS EG PROD project redwh issue!,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description:  SAS EG PRd redwh connectivity issue
Incident Type: SAS Server issue
Resolution Description: After restarting object spwaner , issue is resolved now. user has confirmed the same over jabber.",AZ Reinsurance, SAS Platform Access/Availability
INC3031214,SAS DEV is not working (BIRE redwh),AZTEC.GAP.PAAS-SAS-CL-2ND,Resolved,AZ Reinsurance, SAS Server Issue
INC3037251,SAS Portal in Prod (BIRE redwh) is not working! Urgent!,AZTEC.GAP.PAAS-SAS-CL-2ND,After restart of the redwh objectspawner the issue is resolved. User confirmed that the issue is resolved.,AZ Reinsurance, SAS Server Issue
INC3723046,(R) Unable to print pdf file - urgent,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue : user is unable to print PDF file sue to a bug 

Solution: Installed the hotfix and requested user to test, which resolved the issue.",AZ Reinsurance, SAS Others
INC4048775,SAS PROD redwh is not working - Urgent,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description :  unable to access REDWH project 
Type : Server issue
Resolution : Restarted the services",AZ E1 FRANKFURT, SAS GPFS
INC3890685,Urgent: SAS EG PROD project redwh issue!,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Type : SAS EG
Description : User reported that he unable to connect to project redwh via SAS EG
Resolution :  As per user confirmation over jabber, the issue is no more exist. might be there was temporary high CPU utilization on the server during the issue.",AZ Reinsurance, SAS Server Issue
INC4531535,URGENT: SAS Portal PROD issue (redwh)!,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description:URGENT: SAS Portal PROD issue (redwh)!
Issue Type:SAS Server issue
Resolution Steps:Issue is resolved after restarting object spwaner of redwh project on production environment. User also has confirmed same .",AZ Reinsurance, SAS Server Issue
INC3417242,URGENT : STPs are not running in SAS PROD Portal (BIRE redwh) ,AZTEC.GAP.PAAS-SAS-CL-2ND,"Reference Tickets:
Authentication failure for several users - INC3418743//INC3418583
INC3418231 - P1 - GIAM Groups Membership issue - AZ AT

GIAM team resolved the issue.",SAS Portal issue,
INC4410082,"Request to removal of ""AVC-P-APPV-SASAZBANK_IT"" group ",AZTEC.GAP.PAAS-SAS-CL-2ND,"Description:: Request to removal of ""AVC-P-APPV-SASAZBANK_IT"" group for Christian
Solution: As there a issue with Service now, requested GIAM to remove it manually and it was sucessful.
",AZ Germany, SAS AVC Client Issue
INC4315664,Incompatibility problems of SAS AVC package,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue Type : SAS EG conneciton
Description : User was not able to start library under SAS EG--server, while clicking on library error was poping up (PFA error)
Resolution : The issue has been resolved after the SAS settings reset was performed by AVC team (PFA user confirmation mail)",AZ Italy, SAS AVC Client Issue
INC4466560,Access to  denied to biaa-sg-prod.srv.allianz,AZP.GO.IT-EUR-SUPPORT,,AZ Benelux, SAS Access Issue
INC4079803,SAS Enterprise Guide - Fehlermeldung,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident description :SAS Enterprise Guide - Error
Type : access issue
Resolution : advised the user to contact legba for required rights",AZ Germany, SAS Access Issue
INC3814327,SAS-Workspace-Server doesnt work,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: unable to connect to vt_db project in SAS Enterprise Guide
Incident Type: Server issue
Resolution Steps: After restarting the object spwaner , it is working fine. User has confirmed the same over jabber",AZ Germany, SAS Server Issue
INC3238728,SAS Restart objectspawner vt_db INT,AZD.IT-PSQ4.C1-RW/VT,"28.06.2019 13:51:58   g6584
   Please Stop and restart   the
ObjectSpawner    
on  biec-sg-int.srv.allianz
for SAS-project vt_db  !

Reason:
We have to stop old processes on vt_db - PooledWorkspaceServer.
Further informations from SAS-L3  (in german) in attachement.
28.06.2019 14:14:29   ws_snow_prod
   (SNOW) Dear Team,

The request to restart the ObjectSpawner on biec-sg-int.srv.allianz for SAS-project vt_db has been successfully completed

Thanks
28.06.2019 14:24:36   g6584
   Thank you!

Please restart  too
the ObjectSpawner on biec-sg-dev.srv.allianz for SAS-project vt_db !
28.06.2019 14:40:59   ws_snow_prod
   (SNOW) Dear Team,
ObjectSpawner on biec-sg-dev.srv.allianz for SAS-project vt_db has been restarted.

Thanks",AZ Germany, SAS Service Requests
INC4312475,SAS Server DEV not reachable,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue type : SAS DI Studio connection issue
Description : SAS DI Studio not able to connect to Dev server.
Solution : As per user confirmation, the issue is no more exist, so we are closing the ticket as of now.",AZ Germany, SAS AVC Client Issue
INC4505987,SAS objectspawner restart,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: SAS objectspawner restart for vt_db project on AZD Prod environment
Issue Type: SAS Server Issue
Resolution Steps: As requested SAS objectspawner has been restarted for vt_db project on AZD prod enviornment. User has also confirmed that , it is working fine.",AZ Germany, SAS Server Issue
INC3541333,SAS objectspawner  vt_db,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Christine ,
As per your request, We have restarted the spawner and working fine everything. So we're closing this ticket.
Thanks
Regards,
D Srinivasulu
",AZ Germany, SAS Access Issue
INC3010229,SAS: Could not establish connection to server,AZTEC.GAP.PAAS-SAS-CL-2ND,The load is good now and the user is able to login now. ,AZ Germany, SAS Server Issue
INC4723069,SAS Workspace Server no connection,AZTEC.GAP.PAAS-SAS-CL-2ND,IBM NAS Team worked on INC4719837 P2 for AZD Production Server deadlock issue. Deadlock is broken by NAS team and now AZD Prod is working fine now.,AZ Germany, SAS Platform Access/Availability
INC4379325,SAS: no Connection,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description: SAS metadata not connecting
Type: SAS Platform issue
Resolution : Server got crashed. Corrected by IBM",AZ Germany, SAS Platform Access/Availability
INC4568063,SAS no Connection,AZTEC.GAP.PAAS-SAS-CL-2ND,"Desc:SAS no Connection
Type:SAS server issue
Resolution : Issue with SAS resolved",AZ Germany, SAS GPFS
INC4473470,SAS objectspawner restart,AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: SAS objectspawner restart
D: SAS objectspawner restart
R: As requested, we have restarted the ObjectSpawner for vt_db.",AZ Germany, SAS Server Issue
INC3501243,SAS PROD is not working !,AZTEC.GAP.PAAS-SAS-CL-2ND,Issue is resolved and is confirmed by the users,AZ Reinsurance, SAS Platform Access/Availability
INC4581569,SAS Portal issue  - PROD,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: SAS BIRE Prod Portal was not running
Issue Type: SASPortal issue
Resolution Steps: this issue caused due to network outage INC4570267 P1+. After restarting webapp services portals is opening fine now.",AZ Germany, SAS Network Issue
INC3024310,SAS Connection failed to Server bokb4,AZTEC.GAP.PAAS-SAS-CL-2ND,We have asked the user to contact the legba for getting required unix servers and groups,AZ Germany, SAS Access Issue
INC2742369,SAS - Missing Permission,AZTEC.GAP.PAAS-SAS-CL-2ND,Requested the user to contact the Legba for getting Unix group and server access. No further feed back from user,AZ Germany, SAS Access Issue
INC3024140,SAS - Application Virtualization Fehler - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Leidl,
Glad to know that you're working again sas application.
Thank for the confirmation and we're closing this ticket.
Please reach us if you have any queries @ PAAS-SAS-CLASSIC-OPERATIONS@allianz.com
Thank you.
Kind Regards,
D Srinivasulu
",AZ Germany, SAS AVC Client Issue - Vitualization
INC3552178,The application of SAS GUIDE is frozen regularly whatever the URL use,AZ_FI.SERVICEDESK,Closed by admin as requested in: INC4252499,AZ France, SAS Performance
INC3534160,/ FR ITSM 2119956 / sas guide freezes by clicking on the file folder .ok for libraries.the post win7 Az remains operational.  anomaly since 2/09/2019,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Christophe,
As per Telephonic discussion that now you're able to view the table from SAS EG.
Please reach out if you have any issue.
Thank you.
Regards,
D Srinivasulu",AZ France, SAS Access Issue
INC3562660,Connection problem,AZTEC.GAP.PAAS-SAS-CL-2ND,User confirmed that it is working fine now,AZ Germany, SAS Platform Access/Availability
INC4511336,File Transfer Protocol (FTP),AZTEC.GAP.PAAS-SAS-CL-2ND,"IT: Issue with WinScp tool.
D: Issue with WinScp tool during file transfers.
R: User confirmed that the issue is from ORACLE side.

Reply from user:
I inform you, that  the connection from biec-sg-dev.srv.allianz has been going on for more than 1 hour today. The connection interrupts after 2 hours, and that's ok.
So I think, that the problem exists for dm32/33 (Oracle Server)",AZ Germany, SAS Others
INC2431996,GIAM - Beantragung und Administration / Technischer User,AZTEC.GAP.PAAS-SAS-CL-2ND,"As per the request we have granted the application owner rights and user is able to view the project roles to assign, received the information from user to close the ticket.",AZ Germany, SAS Access Issue
INC2799049,I need to be a member of agaglobi3 Developers_A group,AZTEC.GAP.PAAS-SAS-CL-2ND,"Please contact the application owner to get permanent access to the group agaglobi3 Developers_A . As discussed, we are closing this ticket.",AZ Benelux, SAS Access Issue
INC3146668,Please extend SAS workspace on Production environment,AZTEC.GAP.PAAS-SAS-CL-2ND,The request has been completed,AZ Benelux, SAS - Space Issue
INC3743039,Please create SAS Access Oracle libraries in the metadata server,AZTEC.GAP.PAAS-SAS-CL-2ND,"Description : create SAS Access Oracle libraries in the metadata server
Incident Type : SAS Database 
Solution : As per user request, we have created below libraries on agaglobi2 project. (Stage : INT)  and communicated with user.
",AZ Benelux, SAS Database
INC3928280,Please modify tnsnames ora on PrePROD,AZTEC.GAP.PAAS-SAS-CL-2ND,"Configured required TNS entries.
All tests were fine from user.",AZ Benelux, SAS Database
INC4356813,"Can You please add me and my colleagues (Laszlo Kozak and Sandor Nemeth) to the ""gdw1glb Developers "" group ?",AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: Can You please add me and my colleagues (Laszlo Kozak and Sandor Nemeth) to the ""gdw1glb Developers "" group 
Issue Type: SAS Authorization / Access
Resolution Steps: We have provided access as requested.As discussed with User in jabber closing the ticket.
",AZ Benelux, SAS Access Issue
INC2800876,tnsnames.ora setting for agaglobi3,AZTEC.GAP.PAAS-SAS-CL-2ND,The request was completed,AZ Benelux, SAS Database
INC3402615,SAS data is missing since 5th of August,AZTEC.GAP.PAAS-SAS-CL-2ND,"Hello Gero and all,
Today I ran SAS data and it seems the issue is resolved. All data is there. I noticed that SAS data is missing almost every week. Do you know why SAS data is missing very often?
Thank you for your kind support.
Pagarbiai / Med venlig hilsen / Best regards / Mit freundlichen Grüßen,
DAIVA SALINYTE
--------------------------------------------

Dear Daiva,
Sorry for the inconvenience,
We're not pretty sure about the data, for that we need to keen monitor and reproduce the query then only we can find out the cause. Please reach us if you come across same issue again as soon So that it will be easy to find out the root cause. However, we suspect that it may be temp issue that DB invisible sometimes then again visible in to the server.
Please reach me out if you have any queries, So we're closing this ticket.
Thank you.
Kind Regards,
D Srinivasulu
",AZ Asia Pacific, SAS Portal issue
INC3390232,Runtime error,AZTEC.GAP.SASFM-2ND,Resolved,AZ Germany, SAS Others
INC2748073,SAS data is missing since 08-03-2019,AZTEC.GAP.PAAS-SAS-CL-2ND,User is using the SAs Information Delivery Portal and is working fine. Some data is missing after generating some report. This is issue is not related to us. User confirmed that the issue is resolved now. Hence closing the ticket (email attached).,AZ Germany, SAS Service Requests
INC3335586,SAS data is missing,AZTEC.GAP.PAAS-SAS-CL-2ND,Some data is missing after generating the report. This is issue is not in our scope. Provided the user with the list of developers to be contacted.,AZ Germany, SAS Others
INC2710315,SAS - Anwendung startet nicht,AZTEC.GAP.PAAS-SAS-CL-2ND,User is using the dev environment instead of Prod. After logging to prod he was able to view all the jobs in SAS EG.,AZ Germany, SAS Access Issue
INC4728939,Entsperrung - Handling - Oracle (SAS EG),AZTEC.GAP.SASFM-2ND,"IT: DB Access
D: Issue connection to Oracle DB.
R: Issue resolved by user.",AZ France, SAS Database
INC3914081,Win10 - SAS Enterprise Guide,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: 
Incident Type:SAS Enterprise Guide issue. Manually pulling in the IMAPS does not work
Resolution Description: User has confirmed over jabber that now IMPA works fine and the issue is resolved.
",AZ Germany, SAS Others
INC4239347,Access to SAS-ODBC on SQL Server,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description:Access to SAS-ODBC on SQL Server
Issue Type: SAS Database.
Resolution Steps: New entries added in odbc.ini  as requested.",AZ Germany, SAS Database
INC4412915,SAS Stored Process Server,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: SAS Stored Process Server for pecosys project on AZD prod.
Issue Type: SAS Server issue
Resolution Steps: After restarting object spwaner for pecosys project, user is able to open SAS Stored Process successfully. User has confirmed the same over Jabber,",AZ Germany, SAS Server Issue
INC3023778,Win7 - SAS Anwendung startet mit Systemfehler,AZTEC.GAP.PAAS-SAS-CL-2ND,"The issue is resolved now and upon user confirmation, we are closing this ticket",AZ Germany, SAS Platform Access/Availability
INC3813317,SAS Portal AZD Anmelde fehler,AZTEC.GAP.PAAS-SAS-CL-2ND,"Incident Description: SAS Portal not opening.
Incident Type: SAS  Performance issue 
Resolution Steps:Resolution steps: We raised P2 ticket with IBM and they resolved the issue. Then we restarted sas services on webapp server and object spwaner based on project on application server and all worked fine.
Please find the below comments by IBM
The error is related to change CHG0120556. Due to big workload caused by application recovery group switching was not handlet properly by Spectrum Scale. For now the cluster is stable, all filesystems are available",AZ Germany, SAS Platform Access/Availability
INC3359763,SR: Disable Grafana :: SAS Classic PaaS BIFI Platform -  M6 Maintenance Release activity BIRE (E1) - INT,AZTEC.GAP.PAAS-SAS-CL-2ND,"Dear Team,
Maintenance mode has been scheduled as requested

Thanks",AZ Reinsurance, SAS Service Requests
INC2893007,Project Details on BIFI E1 and E2,AZTEC.GAP.PAAS-SAS-CL-2ND,Attached the spreadsheet with the list projects on BIFI environment.,AZ Technology, SAS Service Requests
INC3041465,GPFS Issues / Outages happened in the last six months,AZTEC.GAP.PAAS-SAS-CL-2ND,Provided the list to Jonas.,AZ Technology, SAS Service Requests
INC2596446,increase MEMSIZE for SAS-Project,AZTEC.GAP.PAAS-SAS-CL-2ND,"As requested, memsize increased to  2048 MB for FWSID Project on Server biec-sg-prod.srv.allianz.

-memsize 2048M",AZ Germany, SAS Memory
INC2424144,SAS Portal - Errors and Problems {kk},AZTEC.GAP.PAAS-SAS-CL-2ND,"Ref: INC2423324
This is a duplicate of above ticket. So we're closing this ticket.
Thank you.
Regards,
D Srinivasulu",AZ Germany, SAS Service Requests
INC2556013,SAS: increase MEMSIZE,AZTEC.GAP.PAAS-SAS-CL-2ND,"As requested, we have update the memsize for the project FWSID on both INT and PROD.  User also confirmed to close the ticket.",AZ Germany, SAS Service Requests
INC3677142,SAS Enterprise Guide - SQL Datenbank error,AZTEC.GAP.PAAS-SAS-CL-2ND,"Issue type : Access issue
Resolution : user is not having unix group access or sas eg metadata access..advised user to  contact your legba for unix group access and contact your application owner for getting and GAOEM Enterprise guide access.",AZ Germany, SAS Access Issue
INC2984303,SAS Portal - Anmeldeproblem,AZTEC.GAP.PAAS-SAS-CL-2ND,We haven't done anything from our end. It's a issue with authentication. Now it is solved confirmed with the user.,AZ Germany, SAS Access Issue
INC3089618,SAS error when starting program with AVC,CSC.WPS.AVC-CLIENT,,AZ Germany,
